ID_Transaccion,Fecha,Producto,Categoria,Ciudad,Cantidad,Precio_Unitario,Costo_Unitario,Descuento_pct,Costo_Envio,Ingreso_Total,Costo_Total,Utilidad_Neta
1467,2023-11-02,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.15,180,1530.0,1180,350.0
1365,2023-09-20,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.0,150,1600.0,1250,350.0
1546,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,2,450,250,0.6,220,360.0,720,-360.0
1172,2023-11-08,Smartphone Pro X,Smartphones,Barranquilla,4,800,550,0.0,220,3200.0,2420,780.0
1021,2023-09-04,Laptop Gamer Z,Laptops,Cartagena,2,2500,1800,0.15,250,4250.0,3850,400.0
1531,2023-11-24,Smartphone Pro X,Smartphones,Medellín,4,800,550,0.5,180,1600.0,2380,-780.0
1210,2023-10-27,Smartwatch Q,Wearables,Cali,4,300,180,0.0,200,1200.0,920,280.0
1378,2023-10-14,Audifonos Bluetooth,Audio,Cali,3,450,250,0.15,200,1147.5,950,197.5
1340,2023-09-21,Audifonos Bluetooth,Audio,Barranquilla,4,450,250,0.0,150,1800.0,1150,650.0
1643,2023-11-24,Smartwatch Q,Wearables,Bogotá,4,300,180,0.5,150,600.0,870,-270.0
1404,2023-09-12,Smartwatch Q,Wearables,Bogotá,2,300,180,0.0,150,600.0,510,90.0
1449,2023-11-05,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.0,220,1350.0,970,380.0
1595,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,1,800,550,0.4,220,480.0,770,-290.0
1466,2023-10-12,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.0,180,900.0,680,220.0
1483,2023-09-18,Smartphone Pro X,Smartphones,Bogotá,1,800,550,0.0,150,800.0,700,100.0
1185,2023-10-14,Smartwatch Q,Wearables,Cali,4,300,180,0.0,200,1200.0,920,280.0
1625,2023-11-24,Laptop Gamer Z,Laptops,Barranquilla,1,2500,1800,0.4,220,1500.0,2020,-520.0
1183,2023-10-04,Smartphone Pro X,Smartphones,Bogotá,3,800,550,0.0,150,2400.0,1800,600.0
1038,2023-10-10,Audifonos Bluetooth,Audio,Medellín,1,450,250,0.0,180,450.0,430,20.0
1227,2023-10-03,Smartwatch Q,Wearables,Medellín,2,300,180,0.0,180,600.0,540,60.0
1517,2023-11-24,Audifonos Bluetooth,Audio,Cali,4,450,250,0.4,200,1080.0,1200,-120.0
1586,2023-11-24,Laptop Gamer Z,Laptops,Medellín,3,2500,1800,0.6,180,3000.0,5580,-2580.0
1353,2023-09-20,Audifonos Bluetooth,Audio,Barranquilla,4,450,250,0.1,220,1620.0,1220,400.0
1226,2023-11-05,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.1,150,2250.0,1950,300.0
1061,2023-10-14,Laptop Gamer Z,Laptops,Barranquilla,1,2500,1800,0.0,220,2500.0,2020,480.0
1274,2023-09-05,Smartwatch Q,Wearables,Leticia,3,300,180,0.05,1650,855.0,2190,-1335.0
1214,2023-10-27,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.0,250,2400.0,1900,500.0
1301,2023-09-20,Smartwatch Q,Wearables,Barranquilla,4,300,180,0.0,220,1200.0,940,260.0
1650,2023-11-24,Smartwatch Q,Wearables,Cali,2,300,180,0.5,200,300.0,560,-260.0
1540,2023-11-24,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.4,200,4500.0,5600,-1100.0
1380,2023-11-07,Laptop Gamer Z,Laptops,Cali,4,2500,1800,0.0,200,10000.0,7400,2600.0
1056,2023-11-29,Smartphone Pro X,Smartphones,Bogotá,3,800,550,0.42,150,1392.0000000000002,1800,-407.9999999999998
1296,2023-11-10,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.1,180,810.0,680,130.0
1204,2023-11-11,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.2,150,4000.0,3750,250.0
1255,2023-09-05,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.0,150,2500.0,1950,550.0
1597,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,4,800,550,0.4,220,1920.0,2420,-500.0
1579,2023-11-24,Audifonos Bluetooth,Audio,Cali,1,450,250,0.6,200,180.0,450,-270.0
1590,2023-11-24,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.5,180,450.0,680,-230.0
1619,2023-11-24,Smartwatch Q,Wearables,Cartagena,2,300,180,0.5,250,300.0,610,-310.0
1170,2023-11-21,Smartphone Pro X,Smartphones,Medellín,4,800,550,0.0,180,3200.0,2380,820.0
1367,2023-10-06,Smartwatch Q,Wearables,Medellín,3,300,180,0.0,180,900.0,720,180.0
1064,2023-09-14,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.0,150,7500.0,5550,1950.0
1514,2023-11-24,Smartphone Pro X,Smartphones,Medellín,4,800,550,0.6,180,1280.0,2380,-1100.0
1560,2023-11-24,Audifonos Bluetooth,Audio,Bogotá,4,450,250,0.6,150,720.0,1150,-430.0
1305,2023-11-01,Smartwatch Q,Wearables,Medellín,4,300,180,0.05,180,1140.0,900,240.0
1285,2023-11-04,Smartwatch Q,Wearables,Medellín,4,300,180,0.0,180,1200.0,900,300.0
1598,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,4,800,550,0.5,150,1600.0,2350,-750.0
1641,2023-11-24,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.6,180,720.0,1180,-460.0
1433,2023-09-23,Smartphone Pro X,Smartphones,Leticia,4,800,550,0.0,1650,3200.0,3850,-650.0
1599,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.6,250,960.0,1900,-940.0
1122,2023-10-15,Audifonos Bluetooth,Audio,Leticia,2,450,250,0.0,1650,900.0,2150,-1250.0
1312,2023-10-29,Smartwatch Q,Wearables,Leticia,4,300,180,0.0,1650,1200.0,2370,-1170.0
1200,2023-11-24,Smartwatch Q,Wearables,Bogotá,2,300,180,0.4,150,360.0,510,-150.0
1266,2023-10-24,Smartphone Pro X,Smartphones,Bogotá,4,800,550,0.0,150,3200.0,2350,850.0
1526,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,2,450,250,0.5,250,450.0,750,-300.0
1054,2023-10-26,Smartwatch Q,Wearables,Cali,3,300,180,0.2,200,720.0,740,-20.0
1134,2023-11-29,Laptop Gamer Z,Laptops,Medellín,1,2500,1800,0.42,180,1450.0000000000002,1980,-529.9999999999998
1371,2023-10-11,Smartphone Pro X,Smartphones,Cartagena,4,800,550,0.0,250,3200.0,2450,750.0
1618,2023-11-24,Smartwatch Q,Wearables,Medellín,4,300,180,0.5,180,600.0,900,-300.0
1093,2023-09-30,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.0,180,1800.0,1180,620.0
1268,2023-10-14,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.15,180,765.0,680,85.0
1146,2023-11-01,Smartwatch Q,Wearables,Leticia,3,300,180,0.0,1650,900.0,2190,-1290.0
1206,2023-09-11,Smartwatch Q,Wearables,Cartagena,3,300,180,0.0,250,900.0,790,110.0
1010,2023-10-05,Smartphone Pro X,Smartphones,Bogotá,4,800,550,0.05,150,3040.0,2350,690.0
1299,2023-10-03,Audifonos Bluetooth,Audio,Cartagena,3,450,250,0.1,250,1215.0,1000,215.0
1479,2023-11-07,Smartwatch Q,Wearables,Bogotá,4,300,180,0.0,150,1200.0,870,330.0
1070,2023-11-21,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.0,150,7500.0,5550,1950.0
1062,2023-11-28,Smartwatch Q,Wearables,Cartagena,2,300,180,0.42,250,348.00000000000006,610,-261.99999999999994
1439,2023-10-08,Audifonos Bluetooth,Audio,Medellín,3,450,250,0.0,180,1350.0,930,420.0
1293,2023-09-24,Smartwatch Q,Wearables,Cartagena,4,300,180,0.0,250,1200.0,970,230.0
1427,2023-10-31,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.2,220,1080.0,970,110.0
1068,2023-10-12,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.0,200,7500.0,5600,1900.0
1148,2023-11-04,Laptop Gamer Z,Laptops,Medellín,1,2500,1800,0.0,180,2500.0,1980,520.0
1519,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.5,250,1200.0,1900,-700.0
1217,2023-10-14,Audifonos Bluetooth,Audio,Cali,4,450,250,0.0,200,1800.0,1200,600.0
1344,2023-10-26,Smartwatch Q,Wearables,Bogotá,1,300,180,0.0,150,300.0,330,-30.0
1102,2023-09-27,Smartwatch Q,Wearables,Bogotá,1,300,180,0.0,150,300.0,330,-30.0
1197,2023-10-02,Smartwatch Q,Wearables,Leticia,2,300,180,0.2,1650,480.0,2010,-1530.0
1215,2023-11-17,Smartwatch Q,Wearables,Cartagena,3,300,180,0.15,250,765.0,790,-25.0
1511,2023-11-24,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.4,180,1080.0,1180,-100.0
1265,2023-09-02,Laptop Gamer Z,Laptops,Medellín,4,2500,1800,0.0,180,10000.0,7380,2620.0
1091,2023-11-26,Smartwatch Q,Wearables,Leticia,3,300,180,0.45,1650,495.00000000000006,2190,-1695.0
1557,2023-11-24,Smartwatch Q,Wearables,Bogotá,4,300,180,0.4,150,720.0,870,-150.0
1623,2023-11-24,Smartwatch Q,Wearables,Bogotá,3,300,180,0.5,150,450.0,690,-240.0
1324,2023-11-06,Audifonos Bluetooth,Audio,Bogotá,2,450,250,0.0,150,900.0,650,250.0
1495,2023-09-29,Audifonos Bluetooth,Audio,Cartagena,3,450,250,0.0,200,1350.0,950,400.0
1571,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.4,220,810.0,970,-160.0
1144,2023-10-13,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.0,200,5000.0,3800,1200.0
1103,2023-09-15,Audifonos Bluetooth,Audio,Cali,4,450,250,0.1,200,1620.0,1200,420.0
1304,2023-10-23,Smartphone Pro X,Smartphones,Medellín,2,800,550,0.0,180,1600.0,1280,320.0
1642,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,2,800,550,0.6,250,640.0,1350,-710.0
1078,2023-11-16,Laptop Gamer Z,Laptops,Medellín,3,2500,1800,0.2,180,6000.0,5580,420.0
1631,2023-11-24,Audifonos Bluetooth,Audio,Bogotá,4,450,250,0.4,150,1080.0,1150,-70.0
1541,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,4,450,250,0.6,250,720.0,1250,-530.0
1174,2023-10-24,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.0,150,7500.0,5550,1950.0
1317,2023-09-17,Smartphone Pro X,Smartphones,Medellín,1,800,550,0.0,180,800.0,730,70.0
1502,2023-11-24,Laptop Gamer Z,Laptops,Medellín,2,2500,1800,0.5,180,2500.0,3780,-1280.0
1632,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,4,450,250,0.6,220,720.0,1220,-500.0
1080,2023-11-18,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.0,250,800.0,800,0.0
1355,2023-09-23,Laptop Gamer Z,Laptops,Leticia,2,2500,1800,0.0,1650,5000.0,5250,-250.0
1440,2023-09-17,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.0,200,7500.0,5600,1900.0
1629,2023-11-24,Smartwatch Q,Wearables,Bogotá,3,300,180,0.4,150,540.0,690,-150.0
1594,2023-11-24,Laptop Gamer Z,Laptops,Cartagena,2,2500,1800,0.6,250,2000.0,3850,-1850.0
1477,2023-10-31,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.0,200,7500.0,5600,1900.0
1076,2023-10-23,Audifonos Bluetooth,Audio,Bogotá,4,450,250,0.05,150,1710.0,1150,560.0
1570,2023-11-24,Audifonos Bluetooth,Audio,Cali,2,450,250,0.5,200,450.0,700,-250.0
1225,2023-09-18,Laptop Gamer Z,Laptops,Cartagena,4,2500,1800,0.0,250,10000.0,7450,2550.0
1434,2023-10-01,Smartwatch Q,Wearables,Cartagena,3,300,180,0.0,250,900.0,790,110.0
1639,2023-11-24,Smartwatch Q,Wearables,Cali,3,300,180,0.4,200,540.0,740,-200.0
1339,2023-11-18,Audifonos Bluetooth,Audio,Barranquilla,4,450,250,0.0,220,1800.0,1220,580.0
1486,2023-11-01,Audifonos Bluetooth,Laptops,Medellín,2,450,250,0.0,180,900.0,680,220.0
1133,2023-11-07,Audifonos Bluetooth,Audio,Leticia,1,450,250,0.0,1650,450.0,1900,-1450.0
1238,2023-10-23,Audifonos Bluetooth,Audio,Cartagena,1,450,250,0.0,250,450.0,500,-50.0
1510,2023-11-24,Audifonos Bluetooth,Audio,Cali,4,450,250,0.5,200,900.0,1200,-300.0
1289,2023-11-02,Laptop Gamer Z,Laptops,Cali,4,2500,1800,0.0,200,10000.0,7400,2600.0
1412,2023-09-25,Smartphone Pro X,Smartphones,Bogotá,1,800,550,0.0,150,800.0,700,100.0
1243,2023-10-30,Smartphone Pro X,Smartphones,Medellín,3,800,550,0.0,180,2400.0,1830,570.0
1027,2023-09-01,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.05,150,1520.0,1250,270.0
1008,2023-09-10,Smartwatch Q,Wearables,Barranquilla,1,300,180,0.0,220,300.0,400,-100.0
1401,2023-10-19,Smartphone Pro X,Smartphones,Barranquilla,2,800,550,0.0,220,1600.0,1320,280.0
1263,2023-11-11,Audifonos Bluetooth,Audio,Cali,1,450,250,0.0,200,450.0,450,0.0
1624,2023-11-24,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.6,180,720.0,1180,-460.0
1026,2023-10-12,Smartwatch Q,Wearables,Medellín,2,300,180,0.0,180,600.0,540,60.0
1337,2023-10-02,Audifonos Bluetooth,Audio,Cartagena,3,450,250,0.05,250,1282.5,1000,282.5
1547,2023-11-24,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.4,200,3000.0,3800,-800.0
1229,2023-10-31,Smartphone Pro X,Smartphones,Cali,2,800,550,0.15,200,1360.0,1300,60.0
1358,2023-11-11,Smartphone Pro X,Smartphones,Cali,1,800,550,0.15,200,680.0,750,-70.0
1622,2023-11-24,Audifonos Bluetooth,Audio,Cali,3,450,250,0.5,200,675.0,950,-275.0
1506,2023-11-24,Smartwatch Q,Wearables,Barranquilla,4,300,180,0.5,220,600.0,940,-340.0
1628,2023-11-24,Smartwatch Q,Wearables,Bogotá,3,300,180,0.5,150,450.0,690,-240.0
1615,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.6,150,640.0,1250,-610.0
1104,2023-10-21,Laptop Gamer Z,Laptops,Cali,1,2500,1800,0.0,200,2500.0,2000,500.0
1357,2023-10-18,Audifonos Bluetooth,Audio,Cali,4,450,250,0.0,200,1800.0,1200,600.0
1221,2023-09-01,Audifonos Bluetooth,Audio,Bogotá,3,450,250,0.0,150,1350.0,900,450.0
1455,2023-11-26,Smartwatch Q,Wearables,Cali,2,300,180,0.45,200,330.0,560,-230.0
1059,2023-11-27,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.45,220,742.5000000000001,970,-227.4999999999999
1162,2023-09-25,Audifonos Bluetooth,Audio,Leticia,3,450,250,0.0,1650,1350.0,2400,-1050.0
1005,2023-11-03,Audifonos Bluetooth,Audio,Bogotá,2,450,250,0.0,150,900.0,650,250.0
1001,2023-09-24,Smartwatch Q,Wearables,Barranquilla,3,300,180,0.0,220,900.0,760,140.0
1354,2023-10-18,Smartwatch Q,Wearables,Barranquilla,4,300,180,0.0,220,1200.0,940,260.0
1053,2023-09-27,Smartwatch Q,Wearables,Bogotá,3,300,180,0.0,150,900.0,690,210.0
1220,2023-11-15,Audifonos Bluetooth,Audio,Medellín,1,450,250,0.0,180,450.0,430,20.0
1407,2023-11-30,Smartwatch Q,Wearables,Leticia,4,300,180,0.4,1650,720.0,2370,-1650.0
1032,2023-09-15,Audifonos Bluetooth,Audio,Barranquilla,2,450,250,0.0,220,900.0,720,180.0
1478,2023-09-12,Audifonos Bluetooth,Audio,Bogotá,1,450,250,0.0,150,450.0,400,50.0
1556,2023-11-24,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.6,220,2000.0,3820,-1820.0
1520,2023-11-24,Smartwatch Q,Wearables,Barranquilla,4,300,180,0.6,220,480.0,940,-460.0
1283,2023-10-24,Smartphone Pro X,Smartphones,Cali,4,800,550,0.0,200,3200.0,2400,800.0
1222,2023-09-05,Audifonos Bluetooth,Audio,Bogotá,2,450,250,0.1,150,810.0,650,160.0
1385,2023-09-15,Smartwatch Q,Wearables,Bogotá,2,300,180,0.0,150,600.0,510,90.0
1451,2023-09-09,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.0,150,1600.0,1250,350.0
1627,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.4,250,480.0,800,-320.0
1291,2023-11-27,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.42,250,1392.0000000000002,1900,-507.9999999999998
1245,2023-11-29,Smartwatch Q,Wearables,Cali,1,300,180,0.42,200,174.00000000000003,380,-205.99999999999997
1345,2023-11-14,Laptop Gamer Z,Laptops,Leticia,4,2500,1800,0.0,1650,10000.0,8850,1150.0
1430,2023-09-28,Audifonos Bluetooth,Audio,Medellín,3,450,250,0.0,180,1350.0,930,420.0
1612,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.4,150,960.0,1250,-290.0
1107,2023-10-29,Smartphone Pro X,Smartphones,Medellín,4,800,550,0.0,180,3200.0,2380,820.0
1012,2023-11-12,Audifonos Bluetooth,Audio,Cali,2,450,250,0.0,200,900.0,700,200.0
1370,2023-10-16,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.0,200,5000.0,3800,1200.0
1316,2023-11-27,Smartphone Pro X,Smartphones,Leticia,1,800,550,0.4,1650,480.0,2200,-1720.0
1130,2023-10-22,Smartwatch Q,Wearables,Bogotá,2,300,180,0.0,150,600.0,510,90.0
1189,2023-09-05,Audifonos Bluetooth,Audio,Cali,2,450,250,0.0,200,900.0,700,200.0
1048,2023-10-07,Smartwatch Q,Wearables,Bogotá,3,300,180,0.0,150,900.0,690,210.0
1114,2023-11-16,Smartphone Pro X,Smartphones,Barranquilla,1,800,550,0.0,220,800.0,770,30.0
1143,2023-10-28,Smartwatch Q,Wearables,Cartagena,4,300,180,0.0,250,1200.0,970,230.0
1088,2023-11-28,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.4,180,540.0,680,-140.0
1389,2023-11-09,Smartwatch Q,Wearables,Bogotá,2,300,180,0.1,150,540.0,510,30.0
1425,2023-11-19,Smartwatch Q,Wearables,Cali,1,300,180,0.0,200,300.0,380,-80.0
1060,2023-11-23,Audifonos Bluetooth,Audio,Leticia,3,450,250,0.15,1650,1147.5,2400,-1252.5
1023,2023-09-18,Smartwatch Q,Wearables,Leticia,2,300,180,0.1,1650,540.0,2010,-1470.0
1045,2023-10-31,Laptop Gamer Z,Laptops,Bogotá,4,2500,1800,0.0,150,10000.0,7350,2650.0
1201,2023-11-21,Audifonos Bluetooth,Audio,Cali,1,450,250,0.0,200,450.0,450,0.0
1096,2023-09-29,Laptop Gamer Z,Laptops,Medellín,1,2500,1800,0.0,180,2500.0,1980,520.0
1626,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,1,800,550,0.5,220,400.0,770,-370.0
1332,2023-09-15,Laptop Gamer Z,Laptops,Barranquilla,4,2500,1800,0.0,220,10000.0,7420,2580.0
1395,2023-11-20,Smartphone Pro X,Smartphones,Bogotá,1,800,550,0.2,150,640.0,700,-60.0
1543,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.6,250,320.0,800,-480.0
1475,2023-09-18,Smartphone Pro X,Smartphones,Barranquilla,2,800,550,0.2,220,1280.0,1320,-40.0
1046,2023-10-02,Smartwatch Q,Wearables,Medellín,1,300,180,0.0,180,300.0,360,-60.0
1286,2023-10-24,Smartwatch Q,Wearables,Medellín,1,300,180,0.0,180,300.0,360,-60.0
1338,2023-09-21,Smartwatch Q,Wearables,Leticia,3,300,180,0.0,1650,900.0,2190,-1290.0
1562,2023-11-24,Laptop Gamer Z,Laptops,Medellín,1,2500,1800,0.4,180,1500.0,1980,-480.0
1190,2023-10-21,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1574,2023-11-24,Smartwatch Q,Wearables,Bogotá,3,300,180,0.4,150,540.0,690,-150.0
1126,2023-09-21,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1453,2023-10-12,Smartwatch Q,Wearables,Medellín,1,300,180,0.2,180,240.0,360,-120.0
1123,2023-09-04,Smartphone Pro X,Smartphones,Bogotá,4,800,550,0.0,150,3200.0,2350,850.0
1109,2023-11-22,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.0,180,1800.0,1180,620.0
1254,2023-09-23,Laptop Gamer Z,Laptops,Medellín,4,2500,1800,0.0,180,10000.0,7380,2620.0
1055,2023-10-26,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.0,250,800.0,800,0.0
1095,2023-09-08,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.0,150,7500.0,5550,1950.0
1429,2023-11-21,Smartphone Pro X,Smartphones,Cali,2,800,550,0.15,200,1360.0,1300,60.0
1463,2023-10-07,Smartwatch Q,Wearables,Bogotá,1,300,180,0.15,150,255.0,330,-75.0
1602,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.6,150,1000.0,1950,-950.0
1131,2023-09-04,Smartwatch Q,Wearables,Medellín,3,300,180,0.05,180,855.0,720,135.0
1030,2023-11-10,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.0,180,1800.0,1180,620.0
1418,2023-09-21,Laptop Gamer Z,Laptops,Medellín,1,2500,1800,0.0,180,2500.0,1980,520.0
1576,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.5,150,3750.0,5550,-1800.0
1138,2023-10-27,Smartwatch Q,Wearables,Medellín,4,300,180,0.0,180,1200.0,900,300.0
1564,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,2,450,250,0.4,250,540.0,750,-210.0
1090,2023-11-28,Audifonos Bluetooth,Audio,Cali,4,450,250,0.42,200,1044.0000000000002,1200,-155.99999999999977
1129,2023-11-03,Smartwatch Q,Wearables,Leticia,4,300,180,0.0,1650,1200.0,2370,-1170.0
1177,2023-10-30,Smartwatch Q,Wearables,Bogotá,2,300,180,0.0,150,600.0,510,90.0
1302,2023-10-29,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.0,150,5000.0,3750,1250.0
1548,2023-11-24,Audifonos Bluetooth,Audio,Bogotá,4,450,250,0.6,150,720.0,1150,-430.0
1112,2023-11-08,Audifonos Bluetooth,Audio,Bogotá,1,450,250,0.2,150,360.0,400,-40.0
1415,2023-11-06,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.0,150,5000.0,3750,1250.0
1111,2023-09-16,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.0,180,900.0,680,220.0
1392,2023-09-29,Smartwatch Q,Wearables,Bogotá,2,300,180,0.0,150,600.0,510,90.0
1284,2023-09-22,Smartphone Pro X,Smartphones,Leticia,4,800,550,0.0,1650,3200.0,3850,-650.0
1184,2023-09-24,Smartwatch Q,Wearables,Medellín,4,300,180,0.0,180,1200.0,900,300.0
1071,2023-10-07,Audifonos Bluetooth,Audio,Bogotá,4,450,250,0.0,150,1800.0,1150,650.0
1043,2023-10-09,Smartwatch Q,Wearables,Medellín,4,300,180,0.0,180,1200.0,900,300.0
1447,2023-11-16,Audifonos Bluetooth,Audio,Cali,4,450,250,0.0,200,1800.0,1200,600.0
1248,2023-11-17,Smartphone Pro X,Smartphones,Medellín,1,800,550,0.0,180,800.0,730,70.0
1024,2023-10-17,Smartphone Pro X,Smartphones,Medellín,2,800,550,0.05,180,1520.0,1280,240.0
1468,2023-10-30,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.0,150,1600.0,1250,350.0
1085,2023-11-20,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1381,2023-10-08,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1497,2023-11-24,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.45,180,495.00000000000006,680,-184.99999999999994
1275,2023-09-11,Smartwatch Q,Wearables,Barranquilla,2,300,180,0.0,220,600.0,580,20.0
1261,2023-10-06,Audifonos Bluetooth,Audio,Cali,2,450,250,0.15,200,765.0,700,65.0
1474,2023-11-16,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.0,150,2500.0,1950,550.0
1260,2023-09-20,Smartphone Pro X,Smartphones,Medellín,3,800,550,0.0,180,2400.0,1830,570.0
1524,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.4,150,4500.0,5550,-1050.0
1539,2023-11-24,Smartphone Pro X,Smartphones,Cali,1,800,550,0.4,200,480.0,750,-270.0
1499,2023-11-08,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.0,150,7500.0,5550,1950.0
1573,2023-11-24,Laptop Gamer Z,Laptops,Barranquilla,1,2500,1800,0.6,220,1000.0,2020,-1020.0
1569,2023-11-24,Audifonos Bluetooth,Audio,Bogotá,1,450,250,0.6,150,180.0,400,-220.0
1065,2023-10-27,Smartwatch Q,Wearables,Leticia,4,300,180,0.0,1650,1200.0,2370,-1170.0
1348,2023-09-06,Smartwatch Q,Wearables,Leticia,1,300,180,0.0,1650,300.0,1830,-1530.0
1512,2023-11-24,Laptop Gamer Z,Laptops,Cali,4,2500,1800,0.5,200,5000.0,7400,-2400.0
1504,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.4,150,3000.0,3750,-750.0
1460,2023-09-09,Smartphone Pro X,Smartphones,Barranquilla,4,800,550,0.0,220,3200.0,2420,780.0
1530,2023-11-24,Smartwatch Q,Wearables,Cartagena,2,300,180,0.6,250,240.0,610,-370.0
1224,2023-10-25,Smartphone Pro X,Smartphones,Medellín,2,800,550,0.1,180,1440.0,1280,160.0
1295,2023-09-08,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.0,180,1800.0,1180,620.0
1446,2023-10-15,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.0,150,1600.0,1250,350.0
1462,2023-11-12,Audifonos Bluetooth,Audio,Cartagena,4,450,250,0.1,250,1620.0,1250,370.0
1606,2023-11-24,Smartwatch Q,Wearables,Cali,3,300,180,0.5,200,450.0,740,-290.0
1558,2023-11-24,Smartwatch Q,Wearables,Barranquilla,3,300,180,0.6,220,360.0,760,-400.0
1334,2023-09-09,Smartwatch Q,Wearables,Barranquilla,1,300,180,0.0,220,300.0,400,-100.0
1592,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,1,800,550,0.6,220,320.0,770,-450.0
1089,2023-10-04,Laptop Gamer Z,Laptops,Cali,4,2500,1800,0.0,200,10000.0,7400,2600.0
1408,2023-10-15,Smartwatch Q,Wearables,Barranquilla,2,300,180,0.0,220,600.0,580,20.0
1246,2023-10-02,Smartwatch Q,Wearables,Cartagena,1,300,180,0.0,250,300.0,430,-130.0
1186,2023-10-02,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.2,150,4000.0,3750,250.0
1335,2023-11-13,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.0,200,5000.0,3800,1200.0
1630,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,3,800,550,0.6,220,960.0,1870,-910.0
