ID_Transaccion,Fecha,Producto,Categoria,Ciudad,Cantidad,Precio_Unitario,Costo_Unitario,Descuento_pct,Costo_Envio
1273,2023-09-17,Audifonos Bluetooth,Audio,Cartagena,1.0,450,250,0.0,250
1134,2023-11-29,Laptop Gamer Z,Laptops,Medellín,1.0,2500,1800,0.42,180
1413,2023-09-17,Laptop Gamer Z,Laptops,Cartagena,3.0,2500,1800,0.15,250
1254,2023-09-23,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1271,2023-11-10,Smartwatch Q,Wearables,Cartagena,4.0,300,180,0.0,250
1162,2023-09-25,Audifonos Bluetooth,Audio,Leticia,3.0,450,250,0.0,1650
1287,2023-11-25,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.4,1650
1363,2023-10-03,Smartphone Pro X,Smartphones,Barranquilla,1.0,800,550,0.0,220
1342,2023-10-03,Smartphone Pro X,Smartphones,Cali,4.0,800,550,0.0,200
1347,2023-09-01,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.0,150
1436,2023-11-29,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.42,220
1002,2023-11-15,Laptop Gamer Z,Laptops,Medellín,,2500,1800,0.0,180
1225,2023-09-18,Laptop Gamer Z,Laptops,Cartagena,4.0,2500,1800,0.0,250
1208,2023-11-22,Laptop Gamer Z,Laptops,Barranquilla,1.0,2500,1800,0.0,220
1118,2023-10-06,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1433,2023-09-23,Smartphone Pro X,Smartphones,Leticia,4.0,800,550,0.0,1650
1361,2023-10-16,Laptop Gamer Z,Laptops,Barranquilla,3.0,2500,1800,0.0,220
1369,2023-09-18,Audifonos Bluetooth,Audio,Bogotá,3.0,450,250,0.0,150
1265,2023-09-02,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1275,2023-09-11,Smartwatch Q,Wearables,Barranquilla,2.0,300,180,0.0,220
1071,2023-10-07,Audifonos Bluetooth,Audio,Bogotá,4.0,450,250,0.0,150
1129,2023-11-03,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1493,2023-10-07,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1099,2023-10-02,Laptop Gamer Z,Laptops,Medellín,2.0,2500,1800,0.2,180
1373,2023-11-06,Laptop Gamer Z,Laptops,Medellín,1.0,2500,1800,0.0,180
1022,2023-11-08,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.05,1650
1194,2023-09-12,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.0,200
1006,2023-10-29,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1419,2023-10-06,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.05,200
1314,2023-10-08,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.05,220
1136,2023-11-24,Smartphone Pro X,Smartphones,BOGOTÁ,2.0,800,550,0.42,150
1445,2023-10-10,Smartwatch Q,Wearables,Barranquilla,4.0,300,180,0.0,220
1384,2023-11-27,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.42,200
1328,2023-11-01,Audifonos Bluetooth,Audio,Medellín,3.0,450,250,0.15,180
1199,2023-11-23,Smartphone Pro X,Smartphones,Barranquilla,4.0,800,550,0.2,220
1424,2023-11-01,Laptop Gamer Z,Laptops,Cali,4.0,2500,1800,0.0,200
1204,2023-11-11,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.2,150
1068,2023-10-12,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1224,2023-10-25,Smartphone Pro X,Smartphones,Medellín,2.0,800,550,0.1,180
1128,2023-10-09,Laptop Gamer Z,Laptops,Bogotá,4.0,2500,1800,0.0,150
1144,2023-10-13,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1327,2023-09-24,Laptop Gamer Z,Laptops,Leticia,4.0,2500,1800,0.0,1650
1140,2023-11-24,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.42,1650
1219,2023-10-04,Audifonos Bluetooth,Audio,Bogotá,3.0,450,250,0.0,150
1090,2023-11-28,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.42,200
1331,2023-10-29,Smartwatch Q,Wearables,Cali,1.0,300,180,0.0,200
1158,2023-11-14,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1095,2023-09-08,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1256,2023-11-05,Audifonos Bluetooth,Audio,Leticia,4.0,450,250,0.0,1650
1481,2023-11-29,Smartphone Pro X,Smartphones,Bogotá,4.0,800,550,0.45,150
1132,2023-10-04,Audifonos Bluetooth,Audio,Leticia,2.0,450,250,0.0,1650
1227,2023-10-03,Smartwatch Q,Wearables,Medellín,2.0,300,180,0.0,180
1040,2023-10-17,Laptop Gamer Z,Laptops,bogota,3.0,2500,1800,0.0,150
1489,2023-09-12,Laptop Gamer Z,Laptops,Medellín,4.0,2500,1800,0.0,180
1500,2023-09-26,Smartwatch Q,Wearables,Cali,4.0,300,180,0.0,200
1190,2023-10-21,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.0,220
1454,2023-11-18,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1441,2023-09-15,Laptop Gamer Z,Laptops,Bogotá,3.0,2500,1800,0.0,150
1249,2023-09-13,Smartwatch Q,Wearables,Barranquilla,3.0,300,180,0.0,220
1039,2023-11-11,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1243,2023-10-30,Smartphone Pro X,Smartphones,Medellín,3.0,800,550,0.0,180
1354,2023-10-18,Smartwatch Q,Wearables,Barranquilla,4.0,300,180,0.0,220
1417,2023-11-14,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1139,2023-09-06,Smartphone Pro X,Smartphones,Bogotá,1.0,800,550,0.0,150
1023,2023-09-18,Smartwatch Q,Wearables,Leticia,2.0,300,180,0.1,1650
1160,2023-10-26,Laptop Gamer Z,Laptops,Cali,1.0,2500,1800,0.0,200
1026,2023-10-12,Smartwatch Q,Wearables,Medellín,2.0,300,180,0.0,180
1184,2023-09-24,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.0,180
1241,2023-11-17,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.0,150
1014,2023-11-27,Laptop Gamer Z,Laptops,Leticia,1.0,2500,1800,0.4,1650
1146,2023-11-01,Smartwatch Q,Wearables,Leticia,3.0,300,180,0.0,1650
1416,2023-10-21,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.0,180
1315,2023-11-19,Smartphone Pro X,Smartphones,Barranquilla,3.0,800,550,0.0,220
1362,2023-10-06,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.0,150
1079,2023-09-10,Smartphone Pro X,Smartphones,Barranquilla,1.0,800,550,0.0,220
1321,2023-10-25,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.0,150
1486,2023-11-01,Audifonos Bluetooth,laptops,Medellín,2.0,450,250,0.0,180
1185,2023-10-14,Smartwatch Q,Wearables,Cali,4.0,300,180,0.0,200
1397,2023-11-04,Audifonos Bluetooth,Audio,Leticia,2.0,450,250,0.0,1650
1053,2023-09-27,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.0,150
1465,2023-11-14,Smartphone Pro X,Smartphones,Bogotá,3.0,800,550,0.0,150
1035,2023-09-19,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1335,2023-11-13,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1496,2023-10-01,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1377,2023-10-04,Smartwatch Q,Wearables,Cartagena,2.0,300,180,0.0,250
1185,2023-10-14,Smartwatch Q,Wearables,Cali,4.0,300,180,0.0,200
1312,2023-10-29,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1326,2023-09-22,Audifonos Bluetooth,Audio,Bogotá,3.0,450,250,0.0,150
1188,2023-09-22,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.0,200
1285,2023-11-04,Smartwatch Q,Wearables,Medellín,4.0,300,180,0.0,180
1392,2023-09-29,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1388,2023-11-15,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1469,2023-09-26,Smartphone Pro X,Smartphones,Cali,3.0,800,550,0.15,200
1166,2023-10-15,Audifonos Bluetooth,Audio,Barranquilla,4.0,450,250,0.0,220
1403,2023-09-08,Smartphone Pro X,Laptop,Bogotá,1.0,800,550,0.0,150
1299,2023-10-03,Audifonos Bluetooth,Audio,Cartagena,3.0,450,250,0.1,250
1024,2023-10-17,Smartphone Pro X,Smartphones,Medellín,,800,550,0.05,180
1476,2023-09-27,Laptop Gamer Z,Laptops,Medellín,3.0,2500,1800,0.0,180
1348,2023-09-06,Smartwatch Q,Wearables,Leticia,1.0,300,180,0.0,1650
1430,2023-09-28,Audifonos Bluetooth,Audio,Medellín,3.0,450,250,0.0,180
1183,2023-10-04,Smartphone Pro X,Smartphones,Bogotá,3.0,800,550,0.0,150
1344,2023-10-26,Smartwatch Q,Wearables,Bogotá,1.0,300,180,0.0,150
1042,2023-11-18,Smartwatch Q,Wearables,Leticia,2.0,300,180,0.0,1650
1357,2023-10-18,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.0,200
1237,2023-10-21,Laptop Gamer Z,Laptops,Leticia,2.0,2500,1800,0.0,1650
1455,2023-11-26,Smartwatch Q,Wearables,Cali,2.0,300,180,0.45,200
1351,2023-11-07,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.05,200
1076,2023-10-23,Audifonos Bluetooth,Audio,Bogotá,4.0,450,250,0.05,150
1032,2023-09-15,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.0,220
1350,2023-09-16,Smartwatch Q,Wearables,Cartagena,4.0,300,180,0.0,250
1046,2023-10-02,Smartwatch Q,Wearables,Medellín,1.0,300,180,0.0,180
1474,2023-11-16,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1109,2023-11-22,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.0,180
1106,2023-09-13,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.0,200
1150,2023-10-11,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.2,150
1030,2023-11-10,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.0,180
1182,2023-10-27,Audifonos Bluetooth,Audio,Cali,3.0,450,250,0.0,200
1110,2023-09-21,Smartwatch Q,Wearables,Bogotá,4.0,300,180,0.0,150
1420,2023-09-29,Audifonos Bluetooth,Audio,Medellín,4.0,450,250,0.0,180
1123,2023-09-04,Smartphone Pro X,Smartphones,Bogotá,4.0,800,550,0.0,150
1478,2023-09-12,Audifonos Bluetooth,Audio,Bogotá,1.0,450,250,0.0,150
1105,2023-11-20,Smartwatch Q,Wearables,Cali,4.0,300,180,0.0,200
1061,2023-10-14,Laptop Gamer Z,Laptops,Barranquilla,1.0,2500,1800,0.0,220
1147,2023-09-23,Smartphone Pro X,Smartphones,Cali,2.0,800,550,0.2,200
1084,2023-11-03,Laptop Gamer Z,Laptops,Barranquilla,2.0,2500,1800,0.0,220
1316,2023-11-27,Smartphone Pro X,Smartphones,Leticia,1.0,800,550,0.4,1650
1382,2023-11-25,Laptop Gamer Z,Laptops,Cartagena,4.0,2500,1800,0.45,250
1423,2023-10-23,Audifonos Bluetooth,SMARTPHONES,Medellín,4.0,450,250,0.15,180
1439,2023-10-08,Audifonos Bluetooth,Audio,Medellín,3.0,450,250,0.0,180
1228,2023-09-07,Smartphone Pro X,Smartphones,Leticia,4.0,800,550,0.15,1650
1449,2023-11-05,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.0,220
1152,2023-09-06,Smartwatch Q,Wearables,Leticia,2.0,300,180,0.0,1650
1001,2023-09-24,Smartwatch Q,Wearables,BARRANQUILLA,3.0,300,180,0.0,220
1268,2023-10-14,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.15,180
1497,2023-11-24,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.45,180
1089,2023-10-04,Laptop Gamer Z,Laptops,Cali,4.0,2500,1800,0.0,200
1078,2023-11-16,Laptop Gamer Z,Laptops,Medellín,3.0,2500,1800,0.2,180
1269,2023-10-03,Smartwatch Q,Wearables,Barranquilla,2.0,300,180,0.0,220
1418,2023-09-21,Laptop Gamer Z,Laptops,Medellín,1.0,2500,1800,0.0,180
1124,2023-09-20,Audifonos Bluetooth,Audio,Leticia,2.0,450,250,0.0,1650
1298,2023-09-06,Smartphone Pro X,Smartphones,Barranquilla,4.0,800,550,0.0,220
1370,2023-10-16,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.0,200
1096,2023-09-29,Laptop Gamer Z,Laptops,Medellín,1.0,2500,1800,0.0,180
1495,2023-09-29,Audifonos Bluetooth,Audio,CARTAGENA,3.0,450,250,0.0,200
1012,2023-11-12,Audifonos Bluetooth,Audio,Cali,2.0,450,250,0.0,200
1115,2023-11-19,Laptop Gamer Z,Laptops,Cali,2.0,2500,1800,0.15,200
1332,2023-09-15,Laptop Gamer Z,Laptops,Barranquilla,4.0,2500,1800,0.0,220
1429,2023-11-21,Smartphone Pro X,Smartphones,Cali,2.0,800,550,0.15,200
1258,2023-11-21,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1220,2023-11-15,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.0,180
1438,2023-11-04,Audifonos Bluetooth,Audio,Cali,1.0,450,250,0.0,200
1253,2023-09-07,Smartwatch Q,Wearables,Cartagena,3.0,300,180,0.0,250
1353,2023-09-20,Audifonos Bluetooth,Audio,Barranquilla,4.0,450,250,0.1,220
1493,2023-10-07,Laptop Gamer Z,Laptops,Cali,3.0,2500,1800,0.0,200
1262,2023-09-16,Smartwatch Q,Wearables,Leticia,4.0,300,180,0.0,1650
1444,2023-11-10,Audifonos Bluetooth,Audio,Leticia,1.0,450,250,0.0,1650
1179,2023-10-10,Audifonos Bluetooth,Audio,Barranquilla,2.0,450,250,0.0,220
1411,2023-09-26,Smartphone Pro X,Smartphones,Leticia,3.0,800,550,0.0,1650
1279,2023-11-28,Smartwatch Q,Wearables,Leticia,1.0,300,180,0.45,1650
1020,2023-09-16,Smartwatch Q,Wearables,Barranquilla,4.0,300,180,0.2,220
1356,2023-11-07,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.0,250
1170,2023-11-21,Smartphone Pro X,Smartphones,Medellín,4.0,800,550,0.0,180
1240,2023-09-03,Audifonos Bluetooth,Audio,Medellín,1.0,450,250,0.0,180
1278,2023-11-04,Smartphone Pro X,Smartphones,Leticia,2.0,800,550,0.0,1650
1161,2023-10-18,Smartphone Pro X,Smartphones,Bogotá,3.0,800,550,0.0,150
1074,2023-10-04,Laptop Gamer Z,Laptops,Leticia,2.0,2500,1800,0.0,1650
1018,2023-10-23,Smartphone Pro X,Smartphones,Leticia,4.0,800,550,0.0,1650
1063,2023-11-28,Smartphone Pro X,Smartphones,Cartagena,3.0,800,550,0.42,250
1250,2023-11-25,Laptop Gamer Z,Laptops,Leticia,2.0,2500,1800,0.45,1650
1229,2023-10-31,Smartphone Pro X,Smartphones,Cali,2.0,800,550,0.15,200
1239,2023-10-04,Smartphone Pro X,Smartphones,Leticia,4.0,800,550,0.0,1650
1230,2023-11-05,Smartwatch Q,Wearables,Cartagena,2.0,300,180,0.0,250
1319,2023-10-26,Smartwatch Q,Wearables,Bogotá,3.0,300,180,0.15,150
1284,2023-09-22,Smartphone Pro X,Smartphones,Leticia,4.0,800,550,0.0,1650
1048,2023-10-07,Smartwatch Q,Wearables,Bogotá,,300,180,0.0,150
1251,2023-09-19,Laptop Gamer Z,Laptops,Cali,1.0,2500,1800,0.0,200
1080,2023-11-18,Smartphone Pro X,Smartphones,Cartagena,1.0,800,550,0.0,250
1296,2023-11-10,Audifonos Bluetooth,Audio,Medellín,2.0,450,250,0.1,180
1494,2023-09-01,Audifonos Bluetooth,Audio,Bogotá,3.0,450,250,0.0,150
1021,2023-09-04,Laptop Gamer Z,Laptops,Cartagena,2.0,2500,1800,0.15,250
1457,2023-10-23,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.0,180
1425,2023-11-19,Smartwatch Q,Wearables,Cali,1.0,300,180,0.0,200
1141,2023-11-13,Audifonos Bluetooth,Audio,barranquilla,3.0,450,250,0.0,220
1193,2023-09-14,Laptop Gamer Z,Laptops,medellin,2.0,2500,1800,0.0,150
1131,2023-09-04,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.05,180
1216,2023-10-10,Smartphone Pro X,Smartphones,Medellín,3.0,800,550,0.0,180
1245,2023-11-29,Smartwatch Q,Wearables,Cali,1.0,300,180,0.42,200
1364,2023-10-16,Audifonos Bluetooth,Audio,Cali,4.0,450,250,0.0,200
1487,2023-11-30,Smartphone Pro X,Smartphones,Bogotá,1.0,800,550,0.4,150
1060,2023-11-23,Audifonos Bluetooth,Audio,Leticia,3.0,450,250,0.15,1650
1222,2023-09-05,Audifonos Bluetooth,Audio,Bogotá,2.0,450,250,0.1,150
1177,2023-10-30,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1450,2023-09-26,Smartphone Pro X,Smartphones,Barranquilla,2.0,800,550,0.0,220
1056,2023-11-29,Smartphone Pro X,Smartphones,Bogotá,3.0,800,550,0.42,150
1292,2023-10-15,Laptop Gamer Z,Laptops,Medellín,3.0,2500,1800,0.0,180
1255,2023-09-05,Laptop Gamer Z,Laptops,Bogotá,1.0,2500,1800,0.0,150
1408,2023-10-15,Smartwatch Q,Wearables,Barranquilla,2.0,300,180,0.0,220
1386,2023-09-15,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
1437,2023-10-11,Audifonos Bluetooth,Audio,Bogotá,1.0,450,250,0.0,150
1198,2023-11-25,Smartphone Pro X,Smartphones,Barranquilla,1.0,800,550,0.45,220
1069,2023-11-20,Audifonos Bluetooth,Audio,Barranquilla,3.0,450,250,0.0,220
1211,2023-11-09,Smartphone Pro X,Smartphones,Cali,2.0,800,550,0.0,200
1233,2023-10-08,Smartphone Pro X,Smartphones,Bogotá,2.0,800,550,0.0,150
1202,2023-09-29,Smartwatch Q,Wearables,Medellín,1.0,300,180,0.0,180
1169,2023-09-06,Smartwatch Q,Wearables,Medellín,3.0,300,180,0.0,180
1186,2023-10-02,Laptop Gamer Z,Laptops,Bogotá,2.0,2500,1800,0.2,150
1036,2023-10-08,Smartphone Pro X,Smartphones,Bogota,3.0,800,550,0.0,220
1130,2023-10-22,Smartwatch Q,Wearables,Bogotá,2.0,300,180,0.0,150
